label,question,label_position
bill_balance,how much are my cable and water bills,128
bill_balance,can you tell me how much i owe on my cable bill,128
bill_balance,what's the amount due on my latest sprint bill,128
bill_balance,what's my mortgage payment going to be this month,128
bill_balance,what is the amount on my water bill,128
bill_balance,how much is my xfinity bill this month,128
bill_balance,how much is my electricity bill costing me,128
bill_balance,what is the amount due on my visa,128
bill_balance,what is the my comcast bill this month,128
bill_balance,what am i being charged for my water bill,128
bill_balance,how much in total do i need to pay cox and at&t,128
bill_balance,what price is my credit card and my water bill at,128
bill_due,when should i pay my pg&e bill,77
bill_due,do you know when i need to pay my mastercard,77
bill_due,can you tell me the date my credit card is due,77
bill_due,can you tell me the due date for the water bill,77
bill_due,is my bill due this week,77
bill_due,when do i need to pay my dte energy bill,77
bill_due,tell me when i have to pay my bill,77
bill_due,what's the due date for the renting bill,77
bill_due,where do i find information on when the water bill is due,77
bill_due,how do i check when my mortgage is next up for payment,77
bill_due,i need to know when my water bill is due,77
bill_due,what is the latest date that i can pay my direct tv bill this month,77
bill_due,when do i owe the rent,77
bill_due,whats the due date for z bill,77
bill_due,what's the due date for my american express payment,77
bill_due,when do i have to pay my electric bill by,77
bill_due,what do i do to check when my next credit card payment is,77
bill_due,what is the due date for a bill,77
bill_due,when do i need to pay my annual payment for auto insurance,77
bill_due,how can i know when my cable bill is due,77
bill_due,when is my car insurance bill due,77
bill_due,when's the next time i have to pay the insurance,77
bill_due,what day is my bill due,77
bill_due,how much time left to pay my bill,77
bill_due,how do i locate the due date for my bug bill,77
book_flight,need airplane ridge from philadelphia to atlanta leaving on the 5th of june and returning on the 8th of june,125
book_flight,what are some roundtrip flights from dallas to los angeles from march 2 to march 10,125
book_flight,could you make a flight reservation with air emirates from orlando to london,125
book_flight,i want to find a flight for under 700 on the 4th from denver international to new york international,125
book_flight,i want a flight booked from new york to san francisco with continental,125
book_flight,can you find me a round trip flight from denver international to new york international on the 3rd through the 7th,125
book_flight,i need a flight from nyc to paris with delta,125
book_flight,i need you to get me a flight booked from houston to miami on united airlines,125
book_flight,buy delta ticket madison to atlanta,125
book_flight,purchase a flight from boise to sacramento on sunday and returning on wednesday,125
book_flight,"""i'll leave to lax and go to phl for $120 on nov 5th",125
book_flight,get me a flight from ft lauderale to houston on southwest,125
book_flight,book delta ticket madison to atlanta,125
book_flight,list roundtrip flights available from dallas to los angeles from march 2 to march 10,125
book_flight,i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,125
book_flight,i'd like a flight from laguardia to orlando on southwest for under $400,125
book_flight,"book a flight from pensacola, fl to houston, tx on 17 february 2019 and returning on 7 march 2019",125
book_flight,let me know what flights there are out of dallas to miami on march 10 for under $450,125
book_flight,"buy tickets for a flight from nyc to la on march 1, returning on march 5",125
book_flight,book a flight from denver to austin on the 16th and returning on the 20th,125
book_flight,book me a place to chicago from atlanta united airlines,125
book_flight,i want to book a flight from hawaii to new york on july 8th and returning on july 10th,125
book_flight,i'm looking for a roundtrip flight from fwa to hsv for march first to march fifth,125
book_flight,get me a flight booked from houston to phoenix with american airlines,125
book_flight,i need to book a flight on jet blue to boston from new york,125
book_hotel,could you book me a hotel in tampa from may 2 to may 4,106
book_hotel,can you find me a hotel in columbus with good reviews,106
book_hotel,make a reservation to stay in cali from november 11 to 15,106
book_hotel,i need a hotel room for 7 people in st louis for november 3rd through 5th,106
book_hotel,is it possible to book 10 people from monday to tuesday in manhattan,106
book_hotel,by chance would it be possible to reserve me a hotel in afghanistan at the zoo for the 10th to the 15th,106
book_hotel,"i'd like a placed booked in san diego from may 1st, 2020 to june 2nd, 2020",106
book_hotel,can you find me a place to stay in sacramento near the capitol on july 3-5,106
book_hotel,"book a hotel in pa, harrisburg for the 10th to 15th",106
book_hotel,find me a hotel in kansas city with good reviews,106
book_hotel,i need to book a place to stay in phoenix from the 5th to the 9th of march,106
book_hotel,i'd like to find a hotel in tampa that people liked enough to leave good reviews about,106
book_hotel,look up hotels with positive reviews in new york city,106
book_hotel,please find me a hotel room for 4 people from monday to wednesday in lakewood,106
book_hotel,"please find a columbus, ohio hotel with good reviews",106
book_hotel,please book me a room in austin from tomorrow to the 2nd,106
book_hotel,"i need to book a hotel in ny, queens arrive on 8th and leave on the 13th",106
book_hotel,book me a hotel room in memphis for 3 people from 3/6 until 3/10,106
book_hotel,"can i get a hotel room that can accommodate 50 people in bangor from january 01, 2021 to january 30, 2021",106
book_hotel,"in paris, get me a hotel room for 4 people from march 1st to 3rd",106
book_hotel,i wanna book a place to stay in phoenix from the 5th to the 9th of march,106
book_hotel,please book me a place in pittsburgh to stay from monday to friday,106
book_hotel,is there anything available in new york city from april 2 through april 8,106
book_hotel,i would like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan,106
book_hotel,i need a hotel room that is big enough for eleven people from march 10th to the 15th in phoenix,106
calculator,can you tell me the square root of pi,58
calculator,what is the square root of 31,58
calculator,what is 15% of 3143,58
calculator,"what is the sum of 3, 7, 9, and 24",58
calculator,can you tell me what 30% off 235 is,58
calculator,help me solve this math equation,58
calculator,what is 78 times 85,58
calculator,what is 20 + 20,58
calculator,what is the square root of 66,58
calculator,what is 80980 + 098098 + 80980 + 1243,58
calculator,what's 47 times 83,58
calculator,what is 20 times 20 times 30,58
calculator,what is 34 times 80908,58
calculator,what is 750 divided by 5,58
calculator,what is six divided by 16,58
calculator,what is 213 times 3,58
calculator,can you do algebra,58
calculator,what is 3 to the 6th power,58
calculator,i need you to help me with some math if you can,58
calculator,i need to know what is 85% of $1500,58
calculator,what is 400 times 2,58
calculator,what is 562 times 400,58
calculator,what is 4 x 4,58
calculator,"can you tell me what 30% off 279 is, please",58
calculator,what is the square root of 95,58
calendar,what appointments do i have on thursday the 14th,56
calendar,is there an event titled anniversary dinner on my calendar,56
calendar,what is on my calander for valentines day,56
calendar,what do i have going on for 12/03/2019,56
calendar,"what've i got set for friday, the 13th, of next year",56
calendar,what is tuesday's calendar like,56
calendar,please inform me what is showing on my calendar for the 17th of march,56
calendar,do i have anything on my schedule for may 3,56
calendar,what's on the calendar for march 4th,56
calendar,tell me any events scheduled on my calendar for april 15,56
calendar,i can't remember if i added the fun run to my calendar yet; did i,56
calendar,let me know my march 2 calendar,56
calendar,what have i got planned for the date of april 23,56
calendar,do i have any appointments on tuesday,56
calendar,tell me if there is an event called annual physical in my calendar,56
calendar,tell what is showing on my calendar for the 17th of march,56
calendar,what's on my calendar for the 18th of march,56
calendar,do i have 30th birthday party on my calendar,56
calendar,tell me what is showing on my calendar for the 17th of march,56
calendar,what does my schedule look like for april 1,56
calendar,do i have any appoints set for my calendar april 3rd,56
calendar,check my calendar to see if an event called final exams exists,56
calendar,what is on my calendar next sunday,56
calendar,is my daughter's birthday on my calendar,56
calendar,do i have any calendars set for may 12th,56
calendar_update,add to friday's calendar a doctor's appointment,132
calendar_update,make sure april 1 is clear on my calendar,132
calendar_update,erase any event on my calendar that's set for wednesday of next week,132
calendar_update,add my next doctor visit to my calendar,132
calendar_update,add staff meeting to my calendar for march 1 at 10:00 in the morning,132
calendar_update,"you can remove the field trip from my calendar for march 12, 2019",132
calendar_update,put my parents anniversary on the calendar for next week on tuesday,132
calendar_update,take lunch with steven off of my calendar,132
calendar_update,add my doctor appointment on march 25th at 3:00 to my calendar,132
calendar_update,write down appointment for tomorrow on my calendar,132
calendar_update,please remove lunch with sally that is on my calendar on tuesday the 8th,132
calendar_update,i shall remove fishing from my calendar for soccer,132
calendar_update,i need to put my appointment for tomorrow on my calendar,132
calendar_update,i need to add my doctor's appointment to my calendar for the first,132
calendar_update,keep april 2nd wide open on my calendar please,132
calendar_update,go ahead and delete the doctor appointment i have scheduled for monday,132
calendar_update,lunch with deb at noon today,132
calendar_update,schedule family dinner on my calendar on march 8,132
calendar_update,i want to add farm trip to my calendar for friday,132
calendar_update,add mom's birthday to my calendar on april 12,132
calendar_update,please clear my calendar,132
calendar_update,take my dinner plans off my calendar for tomorrow,132
calendar_update,remove the june 12 event called sasha's wedding from my calendar,132
calendar_update,i want you to add staff meeting to my calendar for march 1 at 10:00 am,132
calendar_update,delete all calendar entries on march 3,132
calories,how many calories are in a donut hole,78
calories,what is the total number of calories in a bag of potato chips,78
calories,what's the caloric content if you eat roast beef,78
calories,how many calories are in ice cream,78
calories,what is the calorie content of a scoop of chocolate ice cream,78
calories,what is the calorie content of lays chips,78
calories,calorie count of cheetos,78
calories,i need to know the calorie content in a piece of pepperoni pizza,78
calories,what are the calories in a cookie,78
calories,i need to know the number of calories on average in a handful of pistachios,78
calories,what is the calorie content in spaghetti,78
calories,how many calories are in spaghetti and meat sauce,78
calories,how many calories are in cookies,78
calories,"if i ate a cookie, how many calories would i be ingesting",78
calories,can you tell me the amount of calories i can expect one tuna sandwich to contain,78
calories,do cheetos have a lot of calories,78
calories,are there a lot of calories in muffins,78
calories,what is the calorie look like in apples,78
calories,what's the calorie info for 2 cups of regular chex mix,78
calories,how many calories does a scoop of chocolate ice cream contain,78
calories,what kind of calories do chicken tenders have,78
calories,please tell me the total calories a single serving of chocolate ice cream is expected to contain,78
calories,how many calories are in chocolate cake,78
calories,how many calories in scoop of chocolate ice cream,78
calories,how many calories does an orange have,78
cancel,i repeat cancel,112
cancel,destroy process,112
cancel,actually forget that i don't need it,112
cancel,can you cancel it,112
cancel,silence,112
cancel,quit talking,112
cancel,stop talking please,112
cancel,cancel that last command,112
cancel,undo this process,112
cancel,forget it,112
cancel,can you turn off the process,112
cancel,halt,112
cancel,don't do this process,112
cancel,please abort the current task,112
cancel,please cancel that last task,112
cancel,please cancel your present task,112
cancel,stop that,112
cancel,could you stop please,112
cancel,"ai, stop talking",112
cancel,can you be quiet please,112
cancel,this process needs to stop,112
cancel,do not complete the task that i gave you,112
cancel,i need you to stop talking now,112
cancel,quit,112
cancel,please cancel the last input,112
cancel_reservation,undo my reservation for 5 at the loft,137
cancel_reservation,i made a reservation under mark hamil at the emporium that i don't need any more,137
cancel_reservation,please cancel my dinner reservation,137
cancel_reservation,scrap reservation at 4 for red robin,137
cancel_reservation,tell the restaurant i cannot make it,137
cancel_reservation,i would like to cancel my reservation for nenuco's restaurant to x- tapas,137
cancel_reservation,tell the restaurant to cancel my reservation,137
cancel_reservation,cancel my reservation with carl at umami,137
cancel_reservation,im not gonna need the dinner reservation,137
cancel_reservation,please delete the reservation for 3 people at outback,137
cancel_reservation,i need you to cancel my reservation for smith at the williams diner,137
cancel_reservation,can i cancel my reservations,137
cancel_reservation,please unreserve that table,137
cancel_reservation,can i cancel my reservations please,137
cancel_reservation,i no longer need a table for four at chili's,137
cancel_reservation,cancel my reservation for chris at jp field's,137
cancel_reservation,i no longer need the dinner reservation,137
cancel_reservation,i won't require my reservation anymore,137
cancel_reservation,get rid of my dinner reservation,137
cancel_reservation,my reservation for dinner needs to be canceled,137
cancel_reservation,i need to cancel my reservation for rob at red robin,137
cancel_reservation,can you undo the reservation,137
cancel_reservation,can you cancel the reservation i have at 4 pm at ruth's,137
cancel_reservation,there is no need to confirm my reservation,137
cancel_reservation,i gotta cancel my reservation for barry at red robin,137
car_rental,where do i rent a car in las vegas from november 16th to december 16th,141
car_rental,find out if i can rent a car in los angeles from march 2-9,141
car_rental,will i be able to rent a car in boston from march 2 to march 4,141
car_rental,i need to book a car rental in las vegas,141
car_rental,please help me book a rental car for nashville,141
car_rental,i need a car rental this week,141
car_rental,are there any reputable car rental places in seattle,141
car_rental,is it possible to rent a car from laguardia from tuesday to friday,141
car_rental,please look up if i can rent a car in houston from march 25 to march 29,141
car_rental,help me book a rental car in green bay,141
car_rental,how many places in dallas can i rent a car,141
car_rental,can a car be rented from tuesday to thursday out of lax,141
car_rental,where can i rent a car soon,141
car_rental,is a car rental available out of lax from tuesday to thursday,141
car_rental,help me secure a car rental out of reagan international airport from march 22-30,141
car_rental,i'll need a rental car from 3/3 - 3/14 in vegas,141
car_rental,i'd like to rent an automobile in pittsburgh from this tuesday until next thursday can i do that,141
car_rental,please check if i can do a car rental from charlotte douglas airport from monday to wednesday,141
car_rental,"i'd like to rent a limo in las vegas from may 01, 2019 to may 03, 2019",141
car_rental,i want a bmw suv for march 2 to 6th in dallas,141
car_rental,find a decent rental care for next week at the philadelphia airport,141
car_rental,could i rent a car out of dallas from april 1-10,141
car_rental,i need to find a rental car since i'm travelling to new york tomorrow,141
car_rental,i need you to get me a rental car in nashville,141
car_rental,"book a rental car to rhode island for friday, tomorrow",141
card_declined,why was my card declined just now when i tried to buy a jeep at carmax,149
card_declined,turns out my card was declined at wal mart and i wanna know why,149
card_declined,at target trying to buy a mug and my card was declined,149
card_declined,tell me why my card was declined,149
card_declined,for what reason did my card get declined,149
card_declined,is there a reason my card was declined,149
card_declined,what was wrong with my card yesterday,149
card_declined,my card did not work yesterday,149
card_declined,please help me figure out why my card was declined yesterday,149
card_declined,my card didn't go through when i was buying a case of water at walmart,149
card_declined,why my card stop working,149
card_declined,i wish to know why my card was declined,149
card_declined,my card got declined at target while buying a tv,149
card_declined,so why was my card declined yesterday,149
card_declined,i think my card was declined at wal mart and i want to know why,149
card_declined,tell me why my card didn't work yesterday,149
card_declined,can you tell me why my card was declined yesterday,149
card_declined,"yesterday, my card was declined",149
card_declined,find out why my card declined yesterday,149
card_declined,why was my card declined,149
card_declined,can you help me understand why my card got declined,149
card_declined,i was trying to buy qtips at walmart and my card got declined,149
card_declined,how come my card was declined at rosses,149
card_declined,can you tell me why my card was declined,149
card_declined,i need to know why my card got declined,149
carry_on,look up carry-on rules for american airlines,60
carry_on,what is the carry on limit,60
carry_on,does delta have carry-on restrictions,60
carry_on,can you tell me delta's carry on policy,60
carry_on,tell me the carry-on restrictions for united airlines,60
carry_on,can i take more than one carry on,60
carry_on,let me know the carry on policy for alaska airlines,60
carry_on,what are the requirements for carry on on flights with united airlines,60
carry_on,how strict is spirit when it comes to carry ons,60
carry_on,what restrictions are there for carry-on on delta,60
carry_on,how many carry ons can i take on a flight with southwestern to tampa,60
carry_on,how many carry ons can i take on a flight with american airlines to seattle,60
carry_on,what are delta's carry-on restrictions,60
carry_on,what are the carry-on restrictions for frontier airlines,60
carry_on,what are delta's carry-on policies for flights,60
carry_on,what are the carry on rules for united,60
carry_on,what is american airlines carry on policy,60
carry_on,"from a flight from muscat to qatar, how many carry ons can i take",60
carry_on,what are the carry-on fees with delta for international flights,60
carry_on,carry-on restrictions for air emirates,60
carry_on,ist all carry-on restrictions applicable to my flight,60
carry_on,are there restrictions for carry-ons on delta,60
carry_on,what are the carry on limits for delta,60
carry_on,i need to know how many carry ons i can take on a flight with southwest airlines to houston,60
carry_on,can i bring suntan lotion in my carry on,60
change_accent,i need to change my account,75
change_accent,use a woman's voice,75
change_accent,i need to to the female voice,75
change_accent,please change your accent,75
change_accent,i need for you to change your accent to the male british one,75
change_accent,will you please do the male british accent,75
change_accent,i must switch to the male voice,75
change_accent,change accent to british male,75
change_accent,please set to female voice,75
change_accent,switch to british male accent,75
change_accent,would you please switch to the male voice,75
change_accent,use your male voice,75
change_accent,change accent to male british,75
change_accent,can you use the male british accent,75
change_accent,can you speak like a british dude,75
change_accent,i gotta to the female voice,75
change_accent,can you switch to female voice,75
change_accent,i want to change to male voice,75
change_accent,switch to a different accent,75
change_accent,can you switch to the female voice,75
change_accent,start using a different accent,75
change_accent,can i get you to talk like a pouty english guy,75
change_accent,i would prefer to hear the female voice,75
change_accent,would you please get your accent changed to the male british one,75
change_accent,i want the male voice,75
change_ai_name,make your name steve,139
change_ai_name,change your name to ginger,139
change_ai_name,will you answer if i call you lexi,139
change_ai_name,will you respond to adam instead of the current name,139
change_ai_name,change the name of your system,139
change_ai_name,can i start calling you dave,139
change_ai_name,please open a call to my mother,139
change_ai_name,i want to change your name,139
change_ai_name,can i call you something else,139
change_ai_name,"if i may, i'd like to call you slave",139
change_ai_name,can i rename you bob,139
change_ai_name,i want change your name to russ,139
change_ai_name,can i change your name,139
change_ai_name,i want to set your name to gaffigan,139
change_ai_name,change your settings so that your respond to the name marion,139
change_ai_name,may i start referring to you as jeff,139
change_ai_name,can i change your name to buttercup,139
change_ai_name,i'm going to start calling you alice,139
change_ai_name,change the ai name,139
change_ai_name,i'm going to start calling you kobe now,139
change_ai_name,would it be okay to change your name to daphne,139
change_ai_name,let me change your name to dina,139
change_ai_name,what other names can i give you,139
change_ai_name,make changes to the name of the ai,139
change_ai_name,what do you think about me calling you cora,139
change_language,speak mandarin,11
change_language,please respond in latin from now on,11
change_language,can you speak to me in french,11
change_language,change your language setting to spanish,11
change_language,i would like to change your language from portuguese to italian,11
change_language,i need new language,11
change_language,please talk to me in spanish,11
change_language,you should respond in english,11
change_language,alter your language to french,11
change_language,i want you to speak in french,11
change_language,please can we speak in dutch,11
change_language,is there an option to speak only in mandarin,11
change_language,can you speak in french,11
change_language,is it possible to only talk in spanish,11
change_language,talk to me in italian,11
change_language,can you talk to me in french,11
change_language,change your language setting to chinese,11
change_language,switch your language setting to english,11
change_language,can you talk to me in chinese,11
change_language,how do i change the language that your responses are delivered in,11
change_language,speak in german,11
change_language,change the language you're using to american english,11
change_language,can you change your language to japanese,11
change_language,change the response language to french please,11
change_language,i can't understand the language you are responding in; i need you to switch it,11
change_speed,go ahead and talk faster now,51
change_speed,please use a quicker rate of speech,51
change_speed,slow down your talking,51
change_speed,can you permanently talk faster,51
change_speed,can you speak faster please,51
change_speed,can you speak more slowly,51
change_speed,can you slow down,51
change_speed,"hey, stop talking like you're a stretch taped",51
change_speed,can you change how fast you're talking to speak more slowly,51
change_speed,can you speak with me using faster speech,51
change_speed,speed up your talking,51
change_speed,"hey, speak slowly",51
change_speed,will you speak more rapidly,51
change_speed,"hey, slow down and take your time",51
change_speed,speak faster,51
change_speed,you should talk faster,51
change_speed,can you slow down how fast you talk,51
change_speed,where do i find instructions on how to speed up voice replies,51
change_speed,slow down,51
change_speed,can you talk slower please,51
change_speed,can i change your talking voice,51
change_speed,can you please talk slower,51
change_speed,i want you to speak more slowly to me,51
change_speed,i want you to speak to me faster,51
change_speed,try to speak slowly,51
change_user_name,you shall address me as nick,18
change_user_name,i would like you to call me mary,18
change_user_name,the name you should call me is janet,18
change_user_name,i want to be called tom,18
change_user_name,i prefer to go by brad,18
change_user_name,will you start calling me chaz,18
change_user_name,i'm called tim,18
change_user_name,just call me al,18
change_user_name,my name's bob,18
change_user_name,can i change my nickname,18
change_user_name,"can you call me a different name, please",18
change_user_name,please call me by this new name,18
change_user_name,"hi, i'm john",18
change_user_name,you can call me jeff,18
change_user_name,can i change what you call me,18
change_user_name,you can call me cindy,18
change_user_name,"when you talk to me, use bob",18
change_user_name,i want you to call me lord,18
change_user_name,would you just like to call me paul,18
change_user_name,you can call me sarah,18
change_user_name,please start calling me bob,18
change_user_name,call me frank,18
change_user_name,i go by the name jim,18
change_user_name,people call me brad,18
change_user_name,don't call me anything besides bailey,18
change_volume,turn up your volume,89
change_volume,volume should be set at 4,89
change_volume,turn it up please,89
change_volume,i want the volume at level 4,89
change_volume,bring the sound up,89
change_volume,make your volume quieter please,89
change_volume,turn up the volume level to 4,89
change_volume,please make sure the volume is on 4,89
change_volume,set the volume to 4 now,89
change_volume,turn down your volume,89
change_volume,increase the volume,89
change_volume,i want volume at 4,89
change_volume,please adjust your settings,89
change_volume,raise the volume,89
change_volume,i'd like it to be louder,89
change_volume,would you please increase your speaker volume,89
change_volume,turn the volume to 4,89
change_volume,decrease volume level,89
change_volume,can i have my volume increased,89
change_volume,please increase your speaker volume,89
change_volume,adjust volume setting to 4,89
change_volume,increase your vocals,89
change_volume,i need you to increase your volume,89
change_volume,turn your speakers up,89
change_volume,volume to 4,89
confirm_reservation,i'd like to confirm the 2:00 reservation for friday,26
confirm_reservation,will you please confirm my reservation for march 11 at 6:30 pm,26
confirm_reservation,i wanna confirm my reservation for 2/20 at 8 pm,26
confirm_reservation,i would like to try and confirm that i have a reservation at longhorn for justin,26
